Product Name,Profit
"Eldon 200 Class Desk Accessories, Smoke",58.0272
Fellowes Basic Home/Office Series Surge Protectors,58.2802
KeyTronic E03601U1 - Keyboard - Beige,58.32
Cisco Small Business SPA 502G VoIP phone,58.4649
Wilson Jones Turn Tabs Binder Tool for Ring Binders,58.5148
Dixon Ticonderoga Core-Lock Colored Pencils,58.6684
GBC Binding covers,58.9225
Recycled Eldon Regeneration Jumbo File,58.944
Canvas Sectional Post Binders,59.06720000000001
Things To Do Today Pad,59.1696
"Seth Thomas 8 1/2"" Cubicle Clock",59.217600000000004
"OIC Colored Binder Clips, Assorted Sizes",59.284800000000004
Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,59.346000000000004
Xerox 1930,59.3568
Xerox 1955,59.384
Desktop 3-Pocket Hot File,59.510000000000005
Letter Size File,59.55
"It's Hot Message Books with Stickers, 2 3/4"" x 5""",59.56999999999999
Bulldog Vacuum Base Pencil Sharpener,59.5903
GBC Plastic Binding Combs,59.778000000000006
Polycom CX300 Desktop Phone USB VoIP phone,59.99600000000001
OIC Binder Clips,60.144
Hewlett-Packard 300S Scientific Calculator,60.306
"Wirebound Service Call Books, 5 1/2"" x 4""",60.4032
Acco 6 Outlet Guardian Premium Surge Suppressor,60.424
Eldon 500 Class Desk Accessories,60.470699999999994
Xerox 1936,60.5394
Xerox 222,60.6528
Xerox 1959,60.6544
Xerox 220,60.912
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",60.9168
Artistic Insta-Plaque,61.152
DAX Black Cherry Wood-Tone Poster Frame,61.4336
Xerox 1977,61.455999999999996
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",61.5168
"Tenex File Box, Personal Filing Tote with Lid, Black",62.660399999999996
Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,62.7686
Xerox 203,62.985600000000005
Stanley Contemporary Battery Pencil Sharpeners,63.012
"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",63.747
Eldon Fold 'N Roll Cart System,63.7488
Xerox 23,63.7632
"Global Leather Task Chair, Black",63.8929
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",64.1445
Self-Adhesive Address Labels for Typewriters by Universal,64.4011
Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),64.584
Texas Instruments TI-34 Scientific Calculator,64.6506
Kingston Digital DataTraveler 16GB USB 2.0,64.7085
"Logitech B530 USB Headset - headset - Full size, Binaural",64.73249999999999
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",64.86359999999999
Astroparche Fine Business Paper,65.0496
"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",65.1365
Southworth 100% Cotton The Best Paper,65.43599999999999
Magnifier Swing Arm Lamp,65.4576
Xerox 1903,65.54079999999999
Belkin F8E887 USB Wired Ergonomic Keyboard,66.2779
DXL Angle-View Binders with Locking Rings by Samsill,66.6915
Micropad Numeric Keypads,66.9665
Southworth 25% Cotton Linen-Finish Paper & Envelopes,67.044
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",67.104
Canon PC170 Desktop Personal Copier,67.179
Fellowes Mighty 8 Compact Surge Protector,67.2964
Xerox 217,67.392
Xerox 1948,67.4325
Fellowes Super Stor/Drawer,67.71
X-Rack File for Hanging Folders,67.74
Holmes Odor Grabber,67.774
Acme Forged Steel Scissors with Black Enamel Handles,67.7768
Panasonic KP-4ABK Battery-Operated Pencil Sharpener,67.92960000000001
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",68.376
Xerox 1993,68.4288
Xerox 192,68.4288
Hand-Finished Solid Wood Document Frame,68.46000000000001
Clarity 53712,68.6296
Avery 499,68.724
Xerox 1905,68.94720000000001
"Career Cubicle Clock, 8 1/4"", Black",68.952
Xerox 205,69.4656
GE DSL Phone Line Filter,69.9825
Boston 16801 Nautilus Battery Pencil Sharpener,69.9918
Logitech Illuminated Ultrathin Keyboard with Backlighting,70.0977
Xerox 1973,70.3472
Boston Home & Office Model 2000 Electric Pencil Sharpeners,70.477
Xerox 195,70.54079999999999
"Seth Thomas 13 1/2"" Wall Clock",71.12
Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),71.28
Fellowes Binding Cases,71.955
Newell 324,72.072
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",72.07849999999999
Acme Box Cutter Scissors,72.2238
"Executive Impressions 13"" Chairman Wall Clock",72.333
"Maxell 74 Minute CDR, 10/Pack",72.5676
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",72.70400000000001
White GlueTop Scratch Pads,72.7936
Electrix Fluorescent Magnifier Lamps & Weighted Base,73.0232
"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",73.194
Avery 489,73.278
"Bush Westfield Collection Bookcases, Fully Assembled",73.71539999999999
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",73.8674
Security-Tint Envelopes,73.8788
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",73.944
Xerox 1978,74.33080000000001
Avery 503,74.52
Ultra Door Pull Handle,74.7972
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,74.99310000000001
Avery 486,75.1468
Panasonic KX-TG6844B Expandable Digital Cordless Telephone,75.2286
3M Polarizing Light Filter Sleeves,75.34599999999999
Xerox 1968,75.35040000000001
Xerox 1918,75.9696
Panasonic KX T7731-B Digital phone,75.9924
Deluxe Chalkboard Eraser Cleaner,76.461
Xerox 202,76.7232
"BlueLounge Milo Smartphone Stand, White/Metallic",76.7744
"XtraLife ClearVue Slant-D Ring Binder, White, 3""",76.92320000000001
"Global Deluxe Stacking Chair, Gray",76.9798
Eldon Simplefile Box Office,77.128
"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",77.6343
Xerox 1997,77.76
SANFORD Major Accent Highlighters,77.88
Sterilite Officeware Hinged File Box,78.076
Fellowes Stor/Drawer Steel Plus Storage Drawers,78.25259999999999
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,78.256
Logitech G105 Gaming Keyboard,78.36840000000001
Xerox 1894,78.79679999999999
"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",79.29709999999999
Xerox 1892,79.458
Avaya 4621SW VoIP phone,79.866
Standard Line While You Were Out Hardbound Telephone Message Book,80.4468
APC 7 Outlet Network SurgeArrest Surge Protector,80.47999999999998
Southworth 25% Cotton Antique Laid Paper & Envelopes,80.898
"Padded Folding Chairs, Black, 4/Carton",80.97999999999999
"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",81.326
Avery 490,81.4
Nu-Dell Leatherette Frames,81.4512
"Acco Six-Outlet Power Strip, 4' Cord Length",81.5452
"Dana Fluorescent Magnifying Lamp, White, 36""",81.568
Xerox 1996,81.9072
Xerox 1895,82.82300000000001
Laser & Ink Jet Business Envelopes,83.226
Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,83.376
Cisco 8x8 Inc. 6753i IP Business Phone System,83.6938
Nokia Lumia 521 (T-Mobile),83.972
Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),83.99760000000003
Micro Innovations USB RF Wireless Keyboard with Mouse,84.5
DAX Two-Tone Silver Metal Document Frame,84.8056
Plastic Binding Combs,84.9915
"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",85.2384
Xerox 225,85.7952
"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",85.806
Fiskars Softgrip Scissors,86.0832
Holmes 99% HEPA Air Purifier,86.8566
Avery Arch Ring Binders,87.15000000000003
Cisco SPA112 2 Port Phone Adapter,87.37049999999999
"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",87.6942
"Wirebound Message Book, 4 per Page",87.69449999999999
"Executive Impressions 10"" Spectator Wall Clock",87.9648
Quality Park Security Envelopes,88.19290000000001
Deluxe Heavy-Duty Vinyl Round Ring Binder,88.242
Jensen SMPS-640 - speaker phone,88.28160000000001
Maxell 4.7GB DVD+RW 3/Pack,88.4115
"Executive Impressions 13"" Clairmont Wall Clock",88.458
Xerox 1931,88.6464
Xerox 1982,89.5328
AT&T SB67148 SynJ,89.74640000000001
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,89.97
Logitech Wireless Anywhere Mouse MX for PC and Mac,89.985
DMI Eclipse Executive Suite Bookcases,90.17640000000002
Xerox 209,90.2016
Avery Legal 4-Ring Binder,90.214
Clear Mylar Reinforcing Strips,90.27269999999999
Xerox 214,90.46079999999999
Mobile Personal File Cube,90.6354
Advantus Rolling Storage Box,90.7235
"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",90.7452
3M Office Air Cleaner,90.93
RCA ViSYS 25825 Wireless digital phone,90.993
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",91.0404
12-1/2 Diameter Round Wall Clock,91.1088
Microsoft Arc Touch Mouse,91.124
Computer Printout Paper with Letter-Trim Fine Perforations,91.968
Model L Table or Wall-Mount Pencil Sharpener,92.10879999999999
Boston 19500 Mighty Mite Electric Pencil Sharpener,92.4885
Xerox 1912,92.5736
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",93.15679999999999
Newell 34,93.248
"Executive Impressions 14"" Contract Wall Clock",93.5883
Xerox 1938,93.884
Advantus Motivational Note Cards,94.32000000000001
Petty Cash Envelope,94.36
Newell 345,94.4384
"Executive Impressions 14"" Two-Color Numerals Wall Clock",94.51520000000001
"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",94.5504
Pizazz Global Quick File,94.6104
GE 2-Jack Phone Line Splitter,94.75540000000001
"Seth Thomas 14"" Putty-Colored Wall Clock",94.7682
Luxo Economy Swing Arm Lamp,94.9144
Panasonic Kx-TS550,95.1993
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,95.2016
"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",95.2656
Hon 4060 Series Tables,96.2856
Xerox 216,96.9408
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",97.152
Xerox 188,97.524
"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",98.2464
Nu-Dell Executive Frame,98.97120000000001
Eldon Wave Desk Accessories,98.9996
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,99.55019999999999
"DataProducts Ampli Magnifier Task Lamp, Black,",99.5808
Nortel Business Series Terminal T7208 Digital phone,100.0728
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",100.211
Fellowes Advanced Computer Series Surge Protectors,100.662
GBC Recycled VeloBinder Covers,100.8768
Bevis Round Conference Table Top & Single Column Base,100.97460000000001
Belkin F9M820V08 8 Outlet Surge,101.003
"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",101.7868
Cisco Unified IP Phone 7945G VoIP phone,102.29699999999998
GBC Poly Designer Binding Covers,102.4488
SanDisk Cruzer 32 GB USB Flash Drive,102.708
Avery 50,102.74600000000001
Advantus Plastic Paper Clips,102.8
OtterBox Commuter Series Case - iPhone 5 & 5s,102.91319999999999
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",103.416
"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",104.4384
Ibico Standard Transparent Covers,104.81280000000001
"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",105.48499999999999
Luxo Professional Magnifying Clamp-On Fluorescent Lamps,106.09020000000001
Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,106.176
Strathmore Photo Mount Cards,106.3104
Poly Designer Cover & Back,106.344
"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",106.47
"Performers Binder/Pad Holder, Black",106.514
GBC Recycled Grain Textured Covers,107.07400000000001
"Howard Miller 16"" Diameter Gallery Wall Clock",107.41919999999999
Microsoft Natural Ergonomic Keyboard 4000,107.66409999999999
Advantus Panel Wall Certificate Holder - 8.5x11,108.092
Embossed Ink Jet Note Cards,108.336
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",109.01520000000001
Boston 1799 Powerhouse Electric Pencil Sharpener,109.116
Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,109.19999999999999
Peel-Off China Markers,109.4286
AT&T EL51110 DECT,109.6113
"Boston Model 1800 Electric Pencil Sharpener, Gray",109.785
Belkin F5C206VTEL 6 Outlet Surge,110.304
Kensington 6 Outlet Guardian Standard Surge Protector,110.592
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",111.2868
"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",111.3024
Panasonic KP-380BK Classic Electric Pencil Sharpener,111.538
Okidata C331dn Printer,111.68
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",111.72
Plantronics 81402,112.18299999999999
Trimflex Flexible Post Binders,112.8864
"Personal Filing Tote with Lid, Black/Gray",112.9128
Memorex Micro Travel Drive 8 GB,113.1
"Southworth 100% Résumé Paper, 24lb.",113.199
"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",113.274
"Peel & Seel Recycled Catalog Envelopes, Brown",113.48400000000001
"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",115.152
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",115.2806
"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",115.64399999999999
"Metal Folding Chairs, Beige, 4/Carton",115.7354
Okidata B400 Printer,115.83
Coloredge Poster Frame,116.298
Bevis Steel Folding Chairs,117.059
Brown Kraft Recycled Envelopes,117.16199999999999
Staple holder,118.0017
"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",118.22999999999999
Konica Minolta magicolor 1690MF Multifunction Printer,118.3704
"Tenex Personal Project File with Scoop Front Design, Black",118.62400000000001
"Sortfiler Multipurpose Personal File Organizer, Black",118.92840000000001
Avery 473,119.232
Boston KS Multi-Size Manual Pencil Sharpener,119.548
"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",119.7364
First Data TMFD35 PIN Pad,119.952
"BOSTON Ranger #55 Pencil Sharpener, Black",120.3337
WD My Passport Ultra 500GB Portable External Hard Drive,120.36
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",120.3828
Xerox 1898,120.7744
Safco Steel Mobile File Cart,120.872
Flat Face Poster Frame,120.9528
Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,120.9758
Staple-based wall hangings,121.99359999999999
Xerox 1890,122.35
"Maxell Pro 80 Minute CD-R, 10/Pack",122.36
Panasonic KX - TS880B Telephone,122.4234
Motorla HX550 Universal Bluetooth Headset,122.60499999999999
Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,122.8368
OtterBox Defender Series Case - Samsung Galaxy S4,122.959
Newell 319,123.00800000000001
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",123.51
DAX Natural Wood-Tone Poster Frame,123.9264
"Deflect-o EconoMat Nonstudded, No Bevel Mat",123.96
Staples in misc. colors,124.05160000000001
"Decoflex Hanging Personal Folder File, Blue",124.131
Tenex B1-RE Series Chair Mats for Low Pile Carpets,124.6058
"Global Stack Chair with Arms, Black",125.0166
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",125.7838
HTC One,125.9874
Memorex Micro Travel Drive 16 GB,126.1611
DAX Wood Document Frame,126.316
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",126.684
Panasonic KP-150 Electric Pencil Sharpener,126.8064
KeyTronic 6101 Series - Keyboard - Black,127.06899999999999
"Howard Miller 12"" Round Wall Clock",127.2996
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,127.44600000000001
Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,127.483
Maxell DVD-RAM Discs,127.5552
"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",127.602
Jabra BIZ 2300 Duo QD Duo Corded Headset,129.5298
"Acme 10"" Easy Grip Assistive Scissors",129.722
Memorex Micro Travel Drive 32 GB,129.97560000000001
Cisco Desktop Collaboration Experience DX650 IP Video Phone,130.2075
Tripp Lite TLP810NET Broadband Surge for Modem/Fax,130.4832
RCA Visys Integrated PBX 8-Line Router,130.63049999999998
AT&T CL82213,131.3247
Sony 64GB Class 10 Micro SDHC R40 Memory Card,132.0833
Xblue XB-1670-86 X16 Small Office Telephone - Titanium,132.2895
"Seth Thomas 12"" Clock w/ Goldtone Case",132.8244
Avery 475,133.2
Logitech Wireless Headset H600 Over-The-Head Design,133.269
LG Electronics Tone+ HBS-730 Bluetooth Headset,133.30239999999998
AT&T 1070 Corded Phone,133.788
Panasonic KX T7736-B Digital phone,134.95499999999998
Newell 334,135.30880000000002
"Bush Andora Bookcase, Maple/Graphite Gray Finish",135.58870000000002
Eldon Radial Chair Mat for Low to Medium Pile Carpets,135.932
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",138.3132
Ibico Laser Imprintable Binding System Covers,138.336
Xerox 1933,138.5184
"White Envelopes, White Envelopes with Clear Poly Window",139.07999999999998
Hon Valutask Swivel Chairs,139.3524
Hewlett-Packard Deskjet 6540 Color Inkjet Printer,139.621
Hewlett-Packard Deskjet D4360 Printer,139.99
Sanford 52201 APSCO Electric Pencil Sharpener,140.9368
Xerox 1979,140.959
Motorola Moto X,142.79579999999999
Euro-Pro Shark Turbo Vacuum,143.74720000000002
Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,143.76
Nokia Lumia 1020,143.9968
Tensor Computer Mounted Lamp,144.7308
AT&T 1080 Corded phone,145.2094
"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",146.51000000000002
Vinyl Sectional Post Binders,147.02999999999997
O'Sullivan 3-Shelf Heavy-Duty Bookcases,147.0942
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,147.9372
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",148.372
"Logitech Wireless Boombox Speaker - portable - wireless, wired",148.96
"Companion Letter/Legal File, Black",149.5296
Multimedia Mailers,149.8956
"Boston School Pro Electric Pencil Sharpener, 1670",149.9432
Enermax Briskie RF Wireless Keyboard and Mouse Combo,150.3748
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",150.542
"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",150.97199999999998
SAFCO Folding Chair Trolley,151.3232
Recycled Steel Personal File for Hanging File Folders,151.65949999999998
I.R.I.S IRISCard Anywhere 5 Card Scanner,152.0883
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,153.35279999999997
Hunt Boston Vacuum Mount KS Pencil Sharpener,153.95600000000002
Samsung Galaxy Note 3,153.993
Xerox 1929,154.3984
Panasonic KX TS208W Corded phone,154.8084
Office Star - Contemporary Task Swivel Chair,155.372
Prismacolor Color Pencil Set,155.54559999999998
Xerox 226,155.7792
Maxell LTO Ultrium - 800 GB,156.4641
Personal Creations Ink Jet Cards and Labels,157.5056
Grandstream GXP1160 VoIP phone,157.70559999999998
Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,157.95839999999998
Xerox 19,159.54700000000003
Logitech ClearChat Comfort/USB Headset H390,160.2163
Round Specialty Laser Printer Labels,162.0129
"Seth Thomas 14"" Day/Date Wall Clock",162.0512
ClearSounds CSC500 Amplified Spirit Phone Corded phone,162.3768
Belkin F9G930V10-GRY 9 Outlet Surge,162.57920000000001
Polycom SoundPoint IP 450 VoIP phone,162.6192
"Green Canvas Binder for 8-1/2"" x 14"" Sheets",162.64000000000001
Plantronics Encore H101 Dual Earpieces Headset,163.618
Panasonic Business Telephones KX-T7736,163.818
Globe Weis Peel & Seel First Class Envelopes,164.862
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",165.206
AT&T 841000 Phone,165.6
Avery 505,165.76000000000002
"Executive Impressions 14""",166.2804
Fellowes 8 Outlet Superior Workstation Surge Protector,166.84
AT&T 17929 Lendline Telephone,167.388
Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,168.4384
Computer Printout Paper with Letter-Trim Perforations,169.2124
"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",169.2632
"Safco Chair Connectors, 6/Carton",170.8512
invisibleSHIELD by ZAGG Smudge-Free Screen Protector,171.2648
Tops Green Bar Computer Printout Paper,171.29
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",172.246
14-7/8 x 11 Blue Bar Computer Printout Paper,172.94400000000002
Plantronics Voyager Pro Legend,173.0316
Belkin 7 Outlet SurgeMaster II,176.8704
Socket Bluetooth Cordless Hand Scanner (CHS),177.198
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,177.6555
"Plantronics CS 50-USB - headset - Convertible, Monaural",178.1469
Panasonic KX TS3282W Corded phone,178.47899999999998
"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",178.704
"Computer Room Manger, 14""",179.2896
Panasonic KX MB2061 Multifunction Printer,179.73
24-Hour Round Wall Clock,180.0198
"Maxell 74 Minute CD-R Spindle, 50/Pack",181.1808
"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",181.66199999999998
Binding Machine Supplies,182.6042
Xerox 1925,182.782
9-3/4 Diameter Round Wall Clock,183.1312
Microsoft Wireless Mobile Mouse 4000,183.954
Xerox 194,184.1936
Steel Personal Filing/Posting Tote,185.7173
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",185.88
Belkin 8 Outlet Surge Protector,188.508
Memorex Froggy Flash Drive 8 GB,189.57
Lexmark X 9575 Professional All-in-One Color Printer,190.08
Howard Miller Distant Time Traveler Alarm Clock,192.2142
Jackery Bar Premium Fast-charging Portable Charger,192.279
Xerox 197,195.174
Samsung HM1900 Bluetooth Headset,195.355
Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,196.0284
"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",197.104
Eldon Portable Mobile Manager,197.3944
"Global Value Mid-Back Manager's Chair, Gray",197.89249999999998
Home/Office Personal File Carts,198.132
"Belkin 325VA UPS Surge Protector, 6'",199.61700000000002
Xerox 1937,199.84640000000002
Xerox 1939,200.32319999999999
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,201.07160000000002
Bionaire Personal Warm Mist Humidifier/Vaporizer,201.1581
Mophie Juice Pack Helium for iPhone,201.57479999999998
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",201.82500000000002
Global Italian Leather Office Chair,204.3288
Xerox 1884,204.5952
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,205.755
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,206.26620000000003
"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",206.87040000000002
Belkin 5 Outlet SurgeMaster Power Centers,207.024
Xerox 1881,207.04080000000002
Cisco SPA508G,207.86849999999998
Bush Advantage Collection Round Conference Table,210.47400000000002
Surelock Post Binders,210.864
Mitel 5320 IP Phone VoIP phone,211.66879999999998
Logitech MX Performance Wireless Mouse,211.8159
"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",212.298
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",215.5548
Xerox 1887,216.25799999999998
PureGear Roll-On Screen Protector,218.2908
Lexmark 20R1285 X6650 Wireless All-in-One Printer,218.4
Plantronics Cordless Phone Headset with In-line Volume - M214C,219.8355
"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",222.588
"#10 White Business Envelopes,4 1/8 x 9 1/2",223.1408
"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",225.0504
Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,228.312
Cisco IP Phone 7961G VoIP phone - Dark gray,228.39600000000002
Global Deluxe Office Fabric Chairs,229.3922
Kensington 7 Outlet MasterPiece Power Center,229.59420000000003
Samsung Rugby III,229.6452
"Hon Metal Bookcases, Gray",229.9752
Apple iPhone 5C,229.977
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,231.6544
Advantus Rolling Drawer Organizers,233.18880000000001
"Situations Contoured Folding Chairs, 4/Set",234.234
Tuf-Vin Binders,234.3236
Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,235.52639999999997
Xerox 1889,236.32799999999997
Xerox 1910,236.3568
Southworth 25% Cotton Premium Laser Paper and Envelopes,236.5632
Xerox 1935,239.0028
Eureka The Boss Cordless Rechargeable Stick Vac,241.1354
Logitech Mobile Speakerphone P710e - speaker phone,241.6142
Alphabetical Labels for Top Tab Filing,244.2
Avery 477,244.23999999999998
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,244.3888
Xerox 1951,244.74200000000002
"Global Value Steno Chair, Gray",245.99699999999999
"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",247.57199999999997
Plantronics HL10 Handset Lifter,250.5384
Nortel Meridian M5316 Digital phone,253.77100000000002
"Iceberg Nesting Folding Chair, 19w x 6d x 43h",253.8392
Recycled Steel Personal File for Standard File Folders,254.334
Harbour Creations 67200 Series Stacking Chairs,254.8244
Xerox 1991,254.8944
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,255.3144
"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",256.1922
Xerox 1944,257.3664
"SAFCO Mobile Desk Side File, Wire Frame",259.12559999999996
Jabra Supreme Plus Driver Edition Headset,259.1784
GBC Twin Loop Wire Binding Elements,259.584
"Xerox Color Copier Paper, 11"" x 17"", Ream",260.83279999999996
"File Shuttle II and Handi-File, Black",260.953
Ibico Recycled Linen-Style Covers,262.4832
Executive Impressions Supervisor Wall Clock,266.072
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",267.3034
Star Micronics TSP100 TSP143LAN Receipt Printer,269.308
AT&T 1080 Phone,271.24019999999996
Xerox 1882,273.18240000000003
ClearOne Communications CHAT 70 OC Speaker Phone,273.4628
"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",274.941
Hypercom P1300 Pinpad,275.31
Polycom SoundPoint Pro SE-225 Corded phone,276.0568
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",277.2864
"Trav-L-File Heavy-Duty Shuttle II, Black",278.848
Xerox 1942,278.95799999999997
Xerox 1940,279.1968
Xerox 1911,279.736
Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,280.2735
GBC VeloBinder Manual Binding System,280.72200000000004
Hon Every-Day Series Multi-Task Chairs,281.96999999999997
"Global Push Button Manager's Chair, Indigo",283.7474
Premium Transparent Presentation Covers by GBC,284.0692
Nokia Lumia 925,284.7374
Xerox 1880,285.64639999999997
Logitech Trackman Marble Mouse,286.70439999999996
"Mini 13-1/2 Capacity Data Binder Rack, Pearl",287.914
Dana Halogen Swing-Arm Architect Lamp,288.4288
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,289.5791999999999
Holmes Harmony HEPA Air Purifier for 17 x 20 Room,290.3016
"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",291.7824
Staples,292.2046
